Date,BID,VCB,CTG,MBB,ACB,STB
12/31/2020,"37,910","75,793","26,129","14,068","17,984","16,900"
12/30/2020,"37,395","75,793","25,978","14,006","17,792","16,800"
12/29/2020,"37,629","76,800","25,827","14,037","17,728","16,700"
12/28/2020,"36,928","75,871","25,940","14,098","17,792","16,750"
12/25/2020,"36,267","75,561","26,243","14,129","17,888","16,950"
12/24/2020,"35,411","75,329","25,676","13,945","17,472","16,500"
12/23/2020,"36,267","75,484","26,091","14,006","17,984","16,700"
12/22/2020,"36,461","75,793","26,318","14,190","18,400","17,150"
12/21/2020,"36,928","76,567","26,356","14,221","18,528","17,000"
12/18/2020,"36,578","75,948","26,167","14,129","18,176","17,000"
12/17/2020,"36,111","73,721","25,789","13,517","18,112","16,600"
12/16/2020,"36,889","76,716","26,394","13,609","18,080","16,600"
12/15/2020,"35,878","75,103","26,096","13,150","17,920","15,950"
12/14/2020,"36,189","76,716","26,394","13,364","18,048","15,950"
12/11/2020,"35,644","74,643","25,909","13,150","18,048","15,800"
12/10/2020,"34,204","74,643","25,350","12,875","17,888","15,550"
12/9/2020,"34,088","74,105","25,723","13,089","18,272","15,900"
12/8/2020,"33,231","71,494","25,723","13,058","17,472","15,850"
12/7/2020,"33,465","71,494","25,872","12,783","17,408","15,550"
12/4/2020,"32,414","69,958","25,872","12,814","17,408","15,600"
12/3/2020,"32,375","71,801","25,201","12,844","17,536","15,650"
12/2/2020,"32,298","71,801","25,164","13,058","17,472","15,400"
12/1/2020,"32,453","70,649","25,276","12,753","17,472","15,450"
11/30/2020,"32,453","71,417","24,977","12,447","17,472","14,650"
11/27/2020,"33,037","72,569","25,387","12,233","17,472","14,500"
11/26/2020,"33,154","72,185","25,387","11,927","17,408","14,500"
11/25/2020,"32,142","71,801","24,605","11,896","17,408","14,350"
11/24/2020,"31,675","70,957","24,418","11,835","17,408","14,500"
11/23/2020,"31,986","70,342","24,530","11,743","16,768","14,600"
11/20/2020,"32,064","71,033","24,754","11,805","16,960","14,150"
11/19/2020,"31,441","69,267","24,828","11,927","16,896","14,200"
11/18/2020,"31,169","67,270","24,418","12,019","16,256","14,200"
11/17/2020,"31,364","67,270","24,232","11,958","16,192","13,850"
11/16/2020,"31,052","65,888","23,784","11,652","16,256","13,650"
11/13/2020,"31,364","66,733","23,822","11,805","16,064","13,900"
11/12/2020,"30,819","66,349","23,113","11,438","15,936","13,700"
11/11/2020,"30,663","65,197","22,741","11,162","16,320","13,600"
11/10/2020,"30,663","65,351","22,815","11,071","16,000","13,600"
11/9/2020,"30,546","65,658","23,076","11,162","15,680","13,700"
11/6/2020,"30,391","65,274","22,554","11,009","15,424","13,350"
11/5/2020,"30,391","65,274","22,554","11,193","15,296","13,350"
11/4/2020,"30,936","65,274","22,815","11,285","15,232","13,650"
11/3/2020,"30,663","65,274","22,517","11,162","15,616","13,600"
11/2/2020,"30,274","65,888","22,666","11,009","15,872","13,450"
10/30/2020,"29,963","63,738","21,622","10,887","16,384","13,300"
10/29/2020,"30,080","64,199","21,697","10,887","16,384","13,500"
10/28/2020,"30,585","64,660","22,293","10,734","16,128","13,100"
10/27/2020,"31,675","66,042","22,927","10,948","16,192","13,300"
10/26/2020,"31,908","66,042","22,741","11,254","16,192","14,100"
10/23/2020,"33,309","67,194","23,710","11,529","15,808","14,550"
10/22/2020,"33,426","66,503","23,859","11,499","15,680","14,600"
10/21/2020,"32,959","66,195","23,151","11,346","15,360","14,400"
10/20/2020,"32,687","67,347","23,934","11,438","14,976","14,200"
10/19/2020,"32,609","67,194","23,971","11,162","14,912","14,100"
10/16/2020,"32,842","67,731","23,225","10,918","15,040","13,750"
10/15/2020,"32,881","68,038","22,405","10,765","14,848","13,850"
10/14/2020,"33,387","67,731","22,368","10,795","14,976","13,500"
10/13/2020,"32,103","66,426","22,778","10,704","15,360","13,450"
10/12/2020,"31,870","65,965","21,697","10,734","15,104","13,300"
10/9/2020,"31,403","65,120","20,616","10,734","14,720","13,550"
10/8/2020,"31,441","65,120","20,243","10,795","14,400","13,550"
10/7/2020,"31,480","65,274","20,131","10,765","14,400","13,700"
10/6/2020,"31,480","64,429","20,280","10,918","14,336","14,200"
10/5/2020,"31,441","64,122","20,504","10,826","14,464","13,700"
10/2/2020,"31,636","64,506","20,094","10,557","14,208","13,450"
10/1/2020,"31,870","65,120","19,833","10,557","14,208","13,750"
9/30/2020,"31,753","64,583","19,796","10,504","14,400","13,800"
9/29/2020,"31,636","64,967","19,833","10,451","14,272","13,300"
9/28/2020,"32,142","66,042","20,243","10,637","14,080","13,800"
9/25/2020,"31,753","66,042","19,535","10,424","13,888","13,300"
9/24/2020,"31,831","66,119","19,385","10,424","13,760","12,450"
9/23/2020,"32,220","65,581","19,572","10,212","13,568","12,650"
9/22/2020,"31,675","64,506","19,236","10,212","13,632","12,550"
9/21/2020,"31,753","63,738","19,199","10,132","13,568","11,750"
9/18/2020,"31,908","63,661","19,236","9,972","13,312","11,650"
9/17/2020,"31,519","63,354","18,864","9,627","13,376","11,450"
9/16/2020,"31,558","63,661","18,789","9,627","13,376","11,550"
9/15/2020,"31,714","63,354","18,938","9,627","13,184","11,600"
9/14/2020,"31,519","63,738","19,087","9,653","13,312","11,300"
9/11/2020,"31,480","63,200","19,087","9,494","13,504","11,150"
9/10/2020,"31,519","63,047","18,864","9,467","13,568","11,200"
9/9/2020,"31,753","63,124","18,864","9,440","13,504","11,300"
9/8/2020,"31,792","63,354","19,050","9,467","13,568","11,250"
9/7/2020,"31,597","64,199","18,640","9,414","13,696","11,200"
9/4/2020,"32,764","65,197","19,385","9,600","13,760","11,300"
9/3/2020,"32,842","66,195","19,348","9,680","13,568","11,400"
9/1/2020,"32,220","63,738","19,497","9,627","13,504","11,300"
8/31/2020,"31,870","63,738","19,162","9,547","13,440","11,200"
8/28/2020,"31,558","64,045","18,714","9,520","13,568","11,350"
8/27/2020,"30,430","64,122","18,453","9,520","13,312","11,300"
8/26/2020,"30,624","64,122","18,416","9,520","12,603","11,200"
8/25/2020,"30,741","64,429","18,416","9,600","12,603","11,250"
8/24/2020,"30,858","64,429","18,192","9,467","12,702","11,300"
8/21/2020,"30,313","63,661","18,118","9,201","12,455","11,050"
8/20/2020,"29,768","63,738","17,372","9,068","12,554","10,650"
8/19/2020,"30,041","63,738","17,372","9,068","12,505","10,800"
8/18/2020,"29,885","63,200","17,298","9,042","12,505","10,750"
8/17/2020,"30,118","63,200","17,521","9,095","11,717","10,650"
8/14/2020,"30,352","62,970","17,521","9,121","11,668","10,700"
8/13/2020,"30,858","63,738","17,708","9,015","11,717","10,850"
8/12/2020,"30,508","63,047","17,447","8,962","11,815","10,750"
8/11/2020,"29,963","63,047","17,298","8,776","11,668","10,650"
8/10/2020,"29,651","62,893","17,000","8,749","11,422","10,600"
8/7/2020,"29,651","63,661","16,962","8,669","11,077","10,450"
8/6/2020,"29,768","63,584","16,701","8,696","11,126","10,500"
8/5/2020,"30,157","63,508","16,888","8,802","10,929","10,650"
8/4/2020,"29,496","62,893","16,440","8,722","11,274","10,500"
8/3/2020,"28,951","60,513","16,217","8,616","10,732","10,350"
7/31/2020,"28,523","58,670","15,807","8,377","11,422","10,100"
7/30/2020,"28,951","59,438","15,918","8,430","11,914","10,200"
7/29/2020,"28,756","59,514","15,546","8,324","12,012","10,150"
7/28/2020,"29,457","60,282","16,179","8,669","12,111","10,550"
7/27/2020,"27,667","59,130","15,434","8,164","12,062","10,150"
7/24/2020,"29,729","62,202","16,589","8,776","12,209","10,900"
7/23/2020,"31,013","63,354","17,410","9,068","11,815","11,250"
7/22/2020,"31,130","63,354","17,410","9,121","11,815","11,300"
7/21/2020,"31,753","63,354","17,782","9,201","11,815","11,500"
7/20/2020,"31,753","63,124","17,745","9,148","11,766","11,450"
7/17/2020,"32,375","63,584","17,969","9,308","11,815","11,600"
7/16/2020,"32,181","64,122","17,969","9,308","11,963","11,600"
7/15/2020,"32,181","64,122","17,969","9,201","11,766","11,550"
7/14/2020,"32,103","63,738","17,932","9,121","11,668","11,550"
7/13/2020,"32,142","63,661","17,857","9,148","11,618","11,450"
7/10/2020,"32,298","63,508","17,745","9,175","11,323","11,550"
7/9/2020,"32,375","64,199","17,969","9,281","11,372","11,800"
7/8/2020,"31,558","63,738","17,633","9,121","11,422","11,500"
7/7/2020,"31,597","64,045","17,484","9,095","11,225","11,450"
7/6/2020,"31,208","63,661","17,186","9,042","11,274","11,550"
7/3/2020,"30,430","63,738","16,627","8,962","11,618","11,000"
7/2/2020,"30,352","63,431","16,627","8,962","11,668","11,050"
7/1/2020,"30,508","63,508","16,627","8,988","11,717","11,200"
6/30/2020,"29,496","61,665","16,068","8,829","11,815","10,750"
6/29/2020,"29,963","62,586","16,329","8,962","11,865","10,950"
6/26/2020,"31,052","63,968","16,813","9,228","12,012","11,300"
6/25/2020,"31,130","64,276","16,925","9,228","11,717","11,450"
6/24/2020,"31,364","65,043","17,000","9,334","11,668","11,200"
6/23/2020,"31,675","66,042","17,335","9,308","11,717","11,550"
6/22/2020,"32,142","65,658","17,484","9,308","11,471","11,700"
6/19/2020,"32,259","65,581","17,410","9,308","12,062","11,900"
6/18/2020,"31,519","65,274","17,074","9,201","12,062","11,400"
6/17/2020,"31,364","64,660","17,149","9,201","12,603","11,600"
6/16/2020,"31,675","64,276","17,335","9,254","12,554","11,900"
6/15/2020,"31,052","62,970","16,627","9,042","12,505","12,050"
6/12/2020,"33,076","65,735","17,372","9,387","12,406","11,800"
6/11/2020,"31,519","67,578","17,111","9,308","12,455","11,050"
6/10/2020,"33,854","68,806","18,379","9,893","12,554","11,500"
6/9/2020,"33,737","68,730","18,043","9,627","12,209","10,750"
6/8/2020,"34,243","68,653","18,565","9,627","12,357","10,700"
6/5/2020,"32,764","68,346","18,230","9,520","11,274","10,550"
6/4/2020,"32,531","68,346","18,379","9,573","11,274","10,600"
6/3/2020,"31,908","67,501","17,894","9,600","11,225","10,650"
6/2/2020,"31,558","66,503","17,484","9,520","11,471","10,500"
6/1/2020,"32,259","66,426","17,521","9,494","11,126","10,750"
5/29/2020,"31,208","65,427","16,776","9,148","11,028","10,300"
5/28/2020,"31,675","64,890","16,813","9,201","11,028","10,300"
5/27/2020,"30,975","63,661","16,701","9,201","10,929","10,100"
5/26/2020,"32,687","63,354","17,261","9,361","10,929","10,400"
5/25/2020,"30,858","62,279","17,186","9,201","10,732","10,250"
5/22/2020,"30,585","62,202","17,000","9,175","10,683","10,200"
5/21/2020,"30,897","62,356","17,111","9,361","10,535","10,500"
5/20/2020,"30,469","61,127","16,627","9,201","10,683","10,400"
5/19/2020,"30,430","60,666","16,627","9,254","10,732","9,900"
5/18/2020,"30,274","60,282","15,918","9,068","10,683","9,730"
5/15/2020,"30,041","58,363","15,583","9,015","10,535","9,800"
5/14/2020,"30,897","58,363","15,918","9,201","10,437","10,050"
5/13/2020,"30,819","58,055","16,142","9,308","10,240","9,960"
5/12/2020,"30,002","58,055","16,142","9,148","9,994","9,700"
5/11/2020,"29,963","57,211","15,844","8,935","9,994","9,690"
5/8/2020,"29,574","56,443","15,583","8,829","10,092","9,520"
5/7/2020,"29,223","53,525","15,210","8,669","9,994","9,340"
5/6/2020,"28,017","51,912","15,061","8,483","9,895","9,140"
5/5/2020,"27,472","51,298","14,800","8,403","9,994","8,970"
5/4/2020,"27,472","51,758","14,949","8,430","9,994","8,980"
4/29/2020,"27,706","52,219","14,912","8,483","10,043","9,100"
4/28/2020,"27,356","51,451","14,204","8,403","9,748","8,980"
4/27/2020,"27,317","51,298","14,054","8,350","10,191","8,990"
4/24/2020,"28,017","52,910","14,315","8,536","10,339","9,100"
4/23/2020,"28,173","53,141","14,315","8,590","10,043","9,150"
4/22/2020,"28,173","53,217","14,353","8,563","9,945","9,170"
4/21/2020,"27,005","54,907","14,017","8,324","9,846","8,990"
4/20/2020,"28,873","55,214","14,800","8,855","9,846","9,550"
4/17/2020,"29,107","54,830","14,986","9,042","9,748","9,730"
4/16/2020,"29,029","54,676","14,763","8,776","9,846","9,720"
4/15/2020,"29,029","54,446","14,800","8,696","9,945","9,700"
4/14/2020,"28,406","53,678","14,315","8,457","9,994","9,160"
4/13/2020,"28,912","54,369","14,614","8,377","10,142","9,040"
4/10/2020,"28,718","54,216","14,502","8,270","9,403","9,010"
4/9/2020,"29,340","54,523","14,763","8,403","9,157","9,190"
4/8/2020,"29,535","51,835","14,688","8,350","8,763","9,280"
4/7/2020,"28,795","52,373","14,800","8,483","8,960","9,180"
4/6/2020,"28,562","52,219","14,986","8,377","9,699","8,930"
4/3/2020,"26,694","50,299","14,017","7,845","9,699","8,350"
4/1/2020,"24,982","49,915","13,644","7,579","10,092","7,810"
3/31/2020,"24,009","47,612","12,824","7,207","9,649","7,300"
3/30/2020,"24,048","46,844","13,197","7,233","9,502","7,640"
3/27/2020,"25,682","49,224","14,166","7,765","10,535","8,210"
3/26/2020,"25,916","48,533","14,017","8,004","10,388","8,700"
3/25/2020,"25,838","47,612","14,576","8,324","10,437","9,110"
3/24/2020,"24,593","44,540","13,644","7,872","10,388","8,800"
3/23/2020,"23,970","43,925","13,756","7,925","10,289","9,120"
3/20/2020,"25,760","47,228","14,763","8,510","10,831","9,800"
3/19/2020,"25,994","50,683","14,986","8,563","10,880","9,750"
3/18/2020,"26,889","53,217","15,620","8,776","11,520","10,000"
3/17/2020,"26,305","51,835","15,657","8,882","11,914","10,200"
3/16/2020,"25,527","51,528","15,285","8,749","11,471","9,990"
3/13/2020,"27,239","54,523","16,366","9,095","12,455","10,400"
3/12/2020,"28,562","55,060","16,254","9,015","12,603","9,950"
3/11/2020,"30,702","59,130","17,298","9,680","12,702","10,650"
3/10/2020,"32,998","61,357","18,267","10,185","12,603","11,400"
3/9/2020,"33,932","60,359","17,894","10,238","12,406","11,400"
3/6/2020,"36,461","64,890","19,236","10,983","12,406","12,250"
3/5/2020,"36,306","63,815","19,497","10,983","12,554","12,200"
3/4/2020,"35,916","62,740","19,721","11,036","12,111","12,500"
3/3/2020,"36,500","63,124","19,721","11,116","12,357","12,250"
3/2/2020,"35,138","62,817","19,013","11,009","11,815","12,350"
2/28/2020,"35,411","63,277","19,199","10,850","12,652","11,600"
2/27/2020,"36,656","64,506","19,535","11,116","12,997","11,650"
2/26/2020,"36,578","65,274","19,236","10,903","12,948","11,200"
2/25/2020,"37,979","66,195","19,460","11,063","13,095","11,150"
2/24/2020,"36,033","66,963","18,192","10,690","12,997","10,850"
2/21/2020,"38,524","68,346","19,274","11,275","12,997","11,300"
2/20/2020,"39,924","68,730","20,056","11,515","12,554","11,300"
2/19/2020,"39,924","68,730","20,131","11,488","12,603","11,400"
2/18/2020,"40,469","68,653","19,907","11,568","11,668","11,550"
2/17/2020,"40,080","68,653","19,796","11,674","11,619","11,650"
2/14/2020,"38,913","68,576","19,982","11,568","11,717","11,600"
2/13/2020,"39,224","68,576","20,317","11,382","11,815","11,500"
2/12/2020,"39,535","68,653","20,280","11,515","11,323","11,550"
2/11/2020,"39,535","68,499","20,690","11,275","11,422","11,350"
2/10/2020,"38,212","68,269","19,833","11,169","11,126","10,950"
2/7/2020,"40,236","69,114","20,056","11,382","11,323","11,150"
2/6/2020,"41,403","68,653","20,690","11,595","11,619","10,950"
2/5/2020,"41,637","68,269","19,796","11,249","12,062","10,250"
2/4/2020,"42,337","68,960","20,056","11,249","12,062","10,200"
2/3/2020,"41,637","68,115","18,752","10,823","11,963","10,250"
1/31/2020,"40,080","68,115","18,192","11,063","11,717","10,200"
1/30/2020,"41,014","68,269","18,155","11,302","11,766","10,350"
1/22/2020,"43,193","71,724","19,087","11,914","11,471","10,900"
1/21/2020,"42,026","72,185","18,864","11,993","11,569","10,900"
1/20/2020,"41,481","72,185","18,714","11,701","11,274","10,700"
1/17/2020,"41,637","72,569","18,603","11,701","11,175","10,600"
1/16/2020,"42,026","68,730","18,565","11,701","11,028","10,400"
1/15/2020,"39,691","68,576","17,596","11,408","10,880","10,250"
1/14/2020,"38,991","68,653","17,521","11,435","11,077","10,300"
1/13/2020,"38,991","68,653","17,298","11,329","11,077","10,400"
1/10/2020,"39,924","68,730","17,559","11,382","11,323","10,500"
1/9/2020,"38,640","68,115","16,739","11,196","11,323","10,150"
1/8/2020,"36,656","66,810","16,142","11,009","10,880","9,980"
1/7/2020,"36,344","67,424","16,179","11,169","11,077","10,150"
1/6/2020,"35,644","67,194","15,918","11,142","11,077","10,050"
1/3/2020,"36,344","69,037","15,881","11,302","11,323","10,200"
1/2/2020,"36,500","69,728","16,030","11,275","11,323","10,200"
